,amount,amount,amount
CUST08200,280229.56,1366.9734634146341,205
CUST08302,258907.55000000002,1362.6713157894737,190
CUST01294,272220.46,1417.8148958333334,192
CUST07728,268277.74,1390.040103626943,193
CUST02330,273711.55,1418.1945595854922,193
CUST03532,278457.19,1358.327756097561,205
CUST04569,269175.11,1300.3628502415459,207
CUST02790,268685.31,1350.1774371859296,199
CUST02422,292078.14,1445.931386138614,202
CUST05916,264451.44,1302.7164532019704,203
CUST08108,283512.61,1484.359214659686,191
CUST00913,261459.53999999998,1390.742234042553,188
CUST02058,276776.46,1434.0749222797929,193
CUST05804,257965.86,1277.058712871287,202
CUST03757,276660.60000000003,1426.0855670103094,194
CUST02047,285014.77,1432.2350251256282,199
CUST03269,206071.79,1151.2390502793296,179
CUST07871,269781.09,1335.5499504950496,202
CUST05170,281442.07,1481.274052631579,190
CUST06904,310333.69,1491.9888942307693,208
CUST00570,284577.01,1381.441796116505,206
CUST09281,235652.36000000002,1273.7965405405407,185
CUST00769,250162.75,1429.5014285714285,175
CUST04283,284520.57,1451.6355612244897,196
CUST04787,256540.66999999998,1187.688287037037,216
CUST08656,276525.92,1396.5955555555554,198
CUST05225,253097.04,1353.4601069518717,187
CUST06757,287841.1,1483.7170103092783,194
CUST07769,276876.16,1337.565990338164,207
CUST08615,255437.14,1395.8313661202187,183
CUST09451,302925.29,1522.2376381909546,199
CUST03660,285343.07,1405.6308866995075,203
CUST04400,322358.03,1506.3459345794395,214
CUST05547,284365.87,1450.8462755102041,196
CUST05724,262605.78,1360.6517098445597,193
CUST01109,289817.85,1386.6882775119616,209
CUST02702,311295.11,1441.1810648148148,216
CUST02756,278096.8,1397.4713567839196,199
CUST07800,262569.58,1442.69,182
CUST08549,261923.89,1393.212180851064,188
CUST02932,320734.33,1478.0383870967742,217
CUST02012,267008.29,1420.2568617021275,188
CUST06068,286579.15,1411.7199507389164,203
CUST00520,263447.77,1416.3858602150538,186
CUST02504,277622.84,1367.6001970443351,203
CUST02409,272351.83,1335.0579901960784,204
CUST00773,283245.91,1348.7900476190475,210
CUST04538,317010.41000000003,1415.2250446428573,224
CUST08601,295352.99,1386.6337558685445,213
CUST07271,258853.71,1348.1964062499999,192
CUST00946,267628.18,1408.5693684210526,190
CUST03553,255016.64,1275.0832,200
CUST02773,293525.84,1411.181923076923,208
CUST08991,263365.83,1400.8820744680852,188
CUST01535,312466.41,1524.2263902439024,205
CUST07865,252433.82,1335.6286772486774,189
CUST03499,283948.54000000004,1378.3909708737865,206
CUST03527,184556.12,1098.5483333333334,168
CUST06257,291790.63,1389.4791904761905,210
CUST01962,294201.19,1485.864595959596,198
CUST07235,253964.98,1442.982840909091,176
CUST00271,322757.21,1480.537660550459,218
CUST01769,261709.8,1335.254081632653,196
CUST01925,293573.25,1505.503846153846,195
CUST07047,299592.51,1361.7841363636364,220
CUST06916,282105.86,1524.8965405405404,185
CUST09998,245736.39,1350.1999450549451,182
CUST06699,241882.72999999998,1293.4905347593583,187
CUST07199,272216.23,1425.2158638743454,191
CUST08724,264656.06,1385.6338219895288,191
CUST06825,291734.12,1338.2299082568807,218
CUST01219,231417.49,1217.9867894736842,190
CUST08868,238589.82,1269.0947872340425,188
CUST06872,309258.24,1577.848163265306,196
CUST09354,330119.6,1441.5703056768557,229
CUST05995,279197.12,1274.872694063927,219
CUST02007,248514.95,1281.0048969072166,194
CUST08191,291469.7,1502.4211340206186,194
CUST02157,238372.22,1427.3785628742514,167
CUST06304,300253.71,1457.5422815533982,206
CUST02078,259007.92,1308.120808080808,198
CUST03839,213927.6,1312.4392638036811,163
CUST00529,291203.38,1427.4675490196078,204
CUST09618,254409.04,1298.005306122449,196
CUST03547,256686.7,1450.2073446327684,177
CUST07086,228554.25,1235.4283783783783,185
CUST09109,277523.86,1353.7749268292682,205
CUST06325,243070.27000000002,1292.9269680851064,188
CUST04989,243103.3,1240.3229591836734,196
CUST00718,277488.53,1380.5399502487564,201
CUST04770,258882.72,1355.4069109947643,191
CUST06061,306322.79,1405.1504128440365,218
CUST07703,265407.1,1507.9948863636362,176
CUST05297,283306.60000000003,1467.9098445595857,193
CUST02599,255211.28,1379.5204324324325,185
CUST03812,229829.44,1298.4714124293785,177
CUST06349,251896.78,1325.7725263157895,190
CUST05254,252203.44999999998,1327.3865789473684,190
CUST05575,275188.48,1323.0215384615383,208
CUST07070,288593.39,1503.0905729166668,192
CUST08506,300969.91,1504.84955,200
CUST03709,285963.51,1451.591421319797,197
CUST06269,270082.51,1385.0385128205128,195
CUST01475,324555.79,1552.8985167464114,209
CUST03233,344519.54,1447.5610924369746,238
CUST02237,232922.19,1330.983942857143,175
CUST02021,299039.59,1444.635700483092,207
CUST06873,276847.59,1337.4279710144929,207
CUST04035,263280.85,1364.1494818652848,193
CUST01036,321217.52,1515.1769811320755,212
CUST07895,250992.71,1280.5750510204082,196
CUST02355,291888.36,1444.9918811881187,202
CUST09001,300590.63,1431.3839523809525,210
CUST05355,275357.88,1390.6963636363637,198
CUST01507,266991.55,1283.613221153846,208
CUST01910,259001.09,1269.6131862745099,204
CUST05047,276467.01,1389.2814572864322,199
CUST04342,252171.36,1327.2176842105262,190
CUST01278,304137.77,1388.7569406392695,219
CUST08175,249042.03,1346.1731351351352,185
CUST07328,293813.09,1530.2765104166667,192
CUST04041,285146.16000000003,1296.1189090909093,220
CUST08905,289404.68,1425.6388177339902,203
CUST00761,291863.26,1474.0568686868687,198
CUST04789,323129.17,1411.0444104803494,229
CUST03419,254494.02,1259.8713861386138,202
CUST07729,301576.63,1456.8919323671498,207
CUST00848,317660.3,1399.3845814977974,227
CUST08837,265279.62,1163.5071052631579,228
CUST00443,274923.0,1417.1288659793815,194
CUST08299,285701.88,1428.5094,200
CUST08126,312525.31,1446.876435185185,216
CUST04824,279652.95,1464.1515706806283,191
CUST00023,247426.03,1309.1324338624338,189
CUST04559,293694.63,1378.848028169014,213
CUST07284,253059.08,1346.0589361702127,188
CUST04273,310314.6,1559.369849246231,199
CUST00255,294981.57,1384.89,213
CUST02013,250657.15,1292.0471649484537,194
CUST03694,263444.53,1393.8864021164022,189
CUST02440,316959.2,1495.090566037736,212
CUST04698,279162.85,1316.805896226415,212
CUST04158,290117.92,1349.3856744186046,215
CUST06988,265552.96,1341.1765656565658,198
CUST03000,303954.3,1282.5075949367088,237
CUST09973,280681.17,1375.888088235294,204
CUST04376,280715.02,1369.3415609756098,205
CUST06106,280898.14,1370.2348292682927,205
CUST03425,275956.29,1475.7020855614971,187
CUST01791,272523.83,1419.3949479166668,192
CUST05721,292764.7,1407.5225961538463,208
CUST03113,319870.79,1384.7220346320346,231
CUST01131,298435.55,1434.786298076923,208
CUST08542,229266.99,1226.0266844919786,187
CUST08162,318010.11,1582.1398507462686,201
CUST06445,298908.99,1532.8666153846154,195
CUST00425,251096.56,1426.685,176
CUST08170,302543.07,1505.1894029850746,201
CUST09627,277499.4,1524.7219780219782,182
CUST09704,238106.8,1352.8795454545455,176
CUST05979,293022.99,1502.682,195
CUST04374,266954.48,1253.3074178403756,213
CUST08468,301842.8,1390.9806451612903,217
CUST04842,261190.85,1374.6886842105264,190
CUST01555,283067.84,1360.9030769230772,208
CUST03235,267415.14,1407.448105263158,190
CUST08863,280633.79,1305.273441860465,215
CUST05140,307935.06,1612.225445026178,191
CUST01135,238651.78,1175.6245320197045,203
CUST08965,302791.83,1357.8108968609865,223
CUST04270,291389.9,1394.2100478468901,209
CUST00003,265063.28,1440.5613043478263,184
CUST03891,270327.67,1312.2702427184465,206
CUST04053,262111.87,1424.5210326086956,184
CUST05864,310851.77,1339.8783189655173,232
CUST08093,297043.23,1500.2183333333332,198
CUST06856,280451.34,1361.4142718446603,206
CUST08183,282156.62,1369.6923300970873,206
CUST03208,297928.99,1398.7276525821596,213
CUST09610,265140.78,1417.8651336898397,187
CUST01221,292191.98,1537.8525263157894,190
CUST06487,268513.16,1316.2409803921566,204
CUST01651,255575.43,1396.5870491803278,183
CUST04990,287664.58,1295.7863963963964,222
CUST00958,264611.04,1385.3981151832459,191
CUST05878,299547.82,1426.4181904761906,210
CUST01895,304493.53,1409.6922685185186,216
CUST05633,274354.25,1443.9697368421052,190
CUST03508,272778.6,1391.727551020408,196
CUST06652,276940.34,1488.926559139785,186
CUST01876,271594.73,1656.0654268292683,164
CUST07996,314633.3,1443.2720183486238,218
CUST04044,242518.75,1256.573834196891,193
CUST05480,269463.48,1283.1594285714284,210
CUST08521,220096.34,1294.6843529411765,170
CUST02135,245744.22,1342.8645901639345,183
CUST03760,257398.22,1306.5899492385786,197
CUST05853,243076.37,1381.1157386363636,176
CUST05192,292674.37,1478.153383838384,198
CUST08084,289941.46,1367.6483962264151,212
CUST05417,280768.45,1432.4920918367347,196
CUST03710,245159.94,1459.2853571428573,168
CUST02868,302665.3,1441.2633333333333,210
CUST01803,252425.19999999998,1321.5979057591621,191
CUST09404,291668.92,1429.7496078431373,204
CUST03496,283826.11,1364.5486057692308,208
CUST03488,299622.86,1433.6022009569376,209
CUST08370,270157.1,1280.3654028436017,211
CUST02580,259752.77,1332.065487179487,195
CUST07477,269413.09,1374.5565816326532,196
CUST02004,318589.33,1448.1333181818184,220
CUST00939,307155.29000000004,1491.0450970873787,206
CUST08972,247790.99,1384.3072067039107,179
CUST09226,270724.23,1440.0224999999998,188
CUST09379,275057.41,1341.743463414634,205
CUST03575,320504.45,1443.7137387387388,222
CUST00427,296563.94,1544.6038541666667,192
CUST09773,246863.22999999998,1272.4908762886596,194
CUST00279,305853.71,1644.3747849462366,186
CUST09426,230352.45,1331.5170520231216,173
CUST01012,236095.04,1318.9667039106146,179
CUST04047,338456.85,1604.0609004739335,211
CUST06128,218046.35,1313.5322289156627,166
CUST00324,272550.18,1434.4746315789473,190
CUST03581,232484.48,1263.5026086956523,184
CUST07795,281248.69,1378.6700490196079,204
CUST02188,300949.39,1504.74695,200
CUST00977,279085.8,1381.6128712871287,202
CUST06943,270464.69,1306.5927053140097,207
CUST03019,320196.93,1398.239868995633,229
CUST05310,272012.69,1289.1596682464456,211
CUST09157,260956.31,1366.2634031413613,191
CUST04736,237672.2,1350.4102272727273,176
CUST03623,320281.77999999997,1436.2411659192824,223
CUST04798,310933.94,1446.2043720930233,215
CUST05365,281448.53,1303.0024537037038,216
CUST06772,294680.39999999997,1390.0018867924528,212
CUST05099,241308.58,1402.9568604651163,172
CUST00200,310635.31,1424.932614678899,218
CUST06804,292324.01,1412.1932850241546,207
CUST09793,295137.64,1341.5347272727274,220
CUST04079,259396.81,1358.0984816753926,191
CUST09489,253589.6,1393.3494505494507,182
CUST00479,263268.18,1487.3908474576272,177
CUST09293,249905.49,1322.2512698412697,189
CUST07003,289017.64,1376.2744761904762,210
CUST06684,289623.36,1582.6413114754098,183
CUST03229,301875.57,1365.9528054298644,221
CUST04268,241953.98,1286.989255319149,188
CUST00108,273765.27,1396.7615816326531,196
CUST01539,258401.34,1360.007052631579,190
CUST00640,250999.78999999998,1293.8133505154638,194
CUST00663,261135.6,1434.810989010989,182
CUST06639,265174.59,1299.8754411764708,204
CUST05810,230292.41,1244.8238378378378,185
CUST06389,269276.64,1373.8604081632654,196
CUST07742,317107.6,1441.3981818181817,220
CUST00310,268234.23,1382.6506701030926,194
CUST07022,282809.38,1353.154928229665,209
CUST07981,263567.17,1351.6265128205127,195
CUST08770,342943.51,1510.7643612334803,227
CUST00465,277248.18,1515.0173770491804,183
CUST01362,236276.19999999998,1284.1097826086955,184
CUST07694,251808.13,1383.561153846154,182
CUST07145,269561.84,1433.8395744680852,188
CUST04997,286966.64,1334.728558139535,215
CUST08668,266048.11,1400.2532105263158,190
CUST01917,296043.47,1396.431462264151,212
CUST09015,266448.62,1366.4031794871794,195
CUST04448,241233.52,1318.215956284153,183
CUST09151,285828.53,1341.9179812206573,213
CUST04639,280564.05,1375.3139705882352,204
CUST05521,312524.05,1586.4164974619289,197
CUST02182,283387.57,1349.4646190476192,210
CUST04905,228177.35,1399.8610429447854,163
CUST09818,322259.9,1432.2662222222223,225
CUST08076,284452.56,1401.2441379310344,203
CUST02750,267432.7,1407.5405263157895,190
CUST02844,295182.24,1329.6497297297296,222
CUST06811,263874.51,1396.1614285714286,189
CUST06293,284194.48,1393.1101960784313,204
CUST05654,264040.94,1333.5401010101011,198
CUST01663,257001.41,1338.5490104166668,192
CUST06575,288958.44,1395.934492753623,207
CUST04205,305462.28,1440.859811320755,212
CUST03281,250625.17,1319.0798421052632,190
CUST07869,266555.65,1353.0743654822336,197
CUST09916,255937.56,1333.008125,192
CUST05850,286516.81,1320.3539631336405,217
CUST05397,293737.77,1446.9840886699508,203
CUST08120,277202.96,1428.8812371134022,194
CUST02079,273002.76,1500.0151648351648,182
CUST04891,274633.91,1542.8871348314606,178
CUST07469,314958.31,1444.762889908257,218
CUST03763,265361.58,1313.6711881188119,202
CUST00204,292572.95,1485.1418781725888,197
CUST03819,275319.91,1397.5629949238578,197
CUST09764,267582.33,1408.328052631579,190
CUST01409,237975.54,1307.5579120879122,182
CUST00266,272320.15,1410.9852331606219,193
CUST02482,262161.68,1344.4188717948718,195
CUST07778,313676.18,1537.6283333333333,204
CUST00738,272077.81,1462.7839247311829,186
CUST09140,254823.62,1313.5238144329896,194
CUST01101,262332.28,1388.0014814814817,189
CUST08491,256631.68,1322.8437113402063,194
CUST03389,291972.07,1452.5973631840795,201
CUST06120,270294.35,1281.0158767772512,211
CUST09499,276012.4,1437.5645833333335,192
CUST09695,290370.66000000003,1338.1136405529955,217
CUST08168,313511.69,1412.21481981982,222
CUST03610,287399.05,1422.7675742574256,202
CUST07050,295084.22,1544.943560209424,191
CUST00893,254626.57,1260.5275742574258,202
CUST01768,271831.02,1300.6268899521533,209
CUST06650,298700.09,1370.1838990825688,218
CUST04343,313927.71,1453.3690277777778,216
CUST01845,251404.36,1420.363615819209,177
CUST01521,314131.85,1461.078372093023,215
CUST09392,241908.83,1234.228724489796,196
CUST08365,219155.82,1289.1518823529411,170
CUST00280,269317.34,1496.2074444444445,180
CUST08247,301160.97,1440.9615789473683,209
CUST03052,283737.46,1477.7992708333334,192
CUST01584,296140.47,1542.3982812499999,192
CUST07038,294081.52,1564.2634042553193,188
CUST00224,280935.25,1383.9174876847292,203
CUST03715,301953.18,1437.8722857142857,210
CUST00973,285049.89,1492.4078010471205,191
CUST01268,284006.8,1327.1345794392523,214
CUST00592,307068.13,1543.0559296482413,199
CUST05441,350046.86,1458.5285833333332,240
CUST08107,260052.85,1256.293961352657,207
CUST00304,255323.38,1329.8092708333334,192
CUST09368,267409.04,1337.0451999999998,200
CUST09547,270703.73,1307.7474879227052,207
CUST06150,307032.12,1490.4471844660195,206
CUST00417,279422.54,1293.6228703703703,216
CUST08006,252853.25,1310.1204663212436,193
CUST05069,307918.2,1487.5275362318841,207
CUST01943,272000.29,1454.5470053475935,187
CUST07961,245275.54,1362.6418888888888,180
CUST08943,253865.12,1329.1367539267017,191
CUST03498,257772.45,1288.8622500000001,200
CUST02653,273590.26,1439.9487368421053,190
CUST02001,237584.7,1381.3063953488372,172
CUST04703,262467.09,1299.3420297029704,202
CUST04879,279126.52999999997,1395.6326499999998,200
CUST05726,301610.58999999997,1422.6914622641507,212
CUST01202,248212.82,1259.9635532994923,197
CUST06073,281610.58,1429.4953299492386,197
CUST06319,279144.58999999997,1329.2599523809522,210
CUST04752,265056.86,1387.7322513089005,191
CUST06923,251782.71,1332.1836507936507,189
CUST05540,254545.92,1332.7011518324607,191
CUST09723,270305.76,1358.3204020100502,199
CUST07424,291010.15,1405.8461352657007,207
CUST05156,280446.02999999997,1468.3038219895286,191
CUST09047,230001.04,1223.4097872340426,188
CUST09714,260166.89,1210.078558139535,215
CUST08122,256910.35,1403.881693989071,183
CUST06703,311427.71,1475.960710900474,211
CUST06521,311748.68,1332.2593162393161,234
CUST05212,293377.55,1377.3593896713614,213
CUST07219,273162.94,1379.610808080808,198
CUST09483,299539.69,1482.8697524752474,202
CUST08547,285925.74,1323.7302777777777,216
CUST00130,294896.62,1424.6213526570048,207
CUST03525,241638.04,1482.4419631901842,163
CUST06949,309441.02,1393.8784684684686,222
CUST08319,260063.05000000002,1361.5866492146597,191
CUST02782,260967.26,1236.8116587677725,211
CUST04541,276183.47,1266.8966513761466,218
CUST07068,299276.15,1336.0542410714286,224
CUST06461,335298.55,1503.580941704036,223
CUST04999,295930.03,1363.7328571428573,217
CUST04354,294057.28,1380.5506103286386,213
CUST00355,333905.23,1524.681415525114,219
CUST02269,293834.17,1329.5663800904977,221
CUST07245,297348.57,1429.5604326923078,208
CUST07443,267437.72000000003,1323.9491089108913,202
CUST01474,287630.5,1403.0756097560975,205
CUST00091,260656.59,1329.8805612244898,196
CUST06710,276227.46,1360.7264039408867,203
CUST07327,272978.46,1615.2571597633137,169
CUST08221,317769.88,1406.0614159292036,226
CUST07954,281239.82,1296.0360368663594,217
CUST08637,313440.72000000003,1676.1535828877006,187
CUST05703,267396.63,1392.69078125,192
CUST02976,287358.49,1466.114744897959,196
CUST01960,261511.9,1398.45935828877,187
CUST02929,231781.89,1219.9046842105263,190
CUST02314,282536.82,1391.8069950738916,203
CUST05511,298534.3,1442.194685990338,207
CUST02855,306334.89,1465.7171770334928,209
CUST07265,270210.37,1422.1598421052631,190
CUST08598,241629.89,1258.4890104166668,192
CUST00996,267479.5,1330.7437810945273,201
CUST00326,240983.2,1331.3988950276243,181
CUST07610,274763.74,1453.776402116402,189
CUST06177,282429.81,1405.123432835821,201
CUST09646,306588.45999999996,1525.3157213930347,201
CUST03787,252032.26,1362.3365405405407,185
CUST04025,264945.42,1387.1487958115183,191
CUST04939,295033.32,1365.895,216
CUST09580,281374.14,1339.8768571428573,210
CUST09562,272911.32,1399.5452307692308,195
CUST01027,225441.2,1231.9191256830602,183
